strain,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
MG,0.880510339,0.883153738,0.880839901,0.885325838,0.882601839,0.88316894,0.883393202,0.883518732,0.878963441,0.879647723,0.880398183,0.883969336,0.887608822,0.88177476,0.882667446,0.903844,1.134449589,1.505045098,2.232838239,3.156144195,4.407974619,6.064161638,7.585607778,8.563576159,10.43140417,11.40762608,10.74355378,11.67323222,11.46977359,11.32686527,10.60851654,11.26814127,11.29426552,11.33368831,10.46886182,11.72049957,10.73173237,10.56653172,10.17425805,10.96555032,10.34348862,10.74501949,10.57547153,10.26619054,9.722080594,10.26934739,10.02428416,10.03194053,9.75466918,10.07519385,10.14575236,9.726231121,9.743440336,9.528128285,9.403356647,9.322055031,9.440938579,9.21387133,9.136286085,9.220909808,9.313365889,9.171041013,9.246825054,9.234041302,9.300729026,8.746202386,8.452844718,8.587576656,8.624568608,8.577408316,8.624102666,8.446894461,8.736425924,8.163732909,8.459749159,8.89867424,8.763609317,8.695291957,8.801304144,8.368919184,8.344263728,8.277466181,8.443673162,8.329608451,8.285084186,8.277208565,8.083454554,8.317195054,8.366777066,8.581721075,8.470592776,8.395957796,8.361655008,8.591900992,8.578899057,8.40277287,8.296932871,8.462384448,8.359534391,8.32706441,8.348117854,8.193110323,8.348277859,7.955408491,8.134960944,8.13722497,8.239514625,8.310676003,8.310054763,8.538595156,8.245499389,8.530212511,8.767069774,8.826914189,9.318700651,10.02425262,9.894940069,10.19531276,10.32199242,10.82962878,10.29194457,10.45593027,9.527858429,9.230005142,9.58169775,9.024170258,9.614965417,9.247169666,9.25072739,9.9710949,9.463072797,9.2928027,9.096775843,9.054599782,9.005884156,8.493941122,8.87692573,8.869193405,9.1422363,9.212368856,9.163071974,8.89078319,9.323619988,9.037310177,8.858934227,8.77292705,9.295087222,9.347492809,9.043196711,9.031049152
MG,0.925225776,0.935638582,0.928282075,0.933572762,0.934149751,0.939787386,0.939635386,0.938478376,0.935640261,0.937670893,0.939818662,0.934466136,0.936286465,0.936735278,0.938567635,0.984731667,1.346865341,1.87442312,2.59505827,3.375688123,4.112193973,5.067146782,6.20404217,7.208539813,8.775960317,10.25609914,10.57817064,11.13204829,11.01756453,10.8954208,10.44103699,10.67715981,10.63471637,10.59644059,10.0712477,10.69396795,10.13433373,9.878725135,9.666389935,9.953434773,9.626514421,9.834094718,9.687406887,9.320899059,8.977020179,9.187315274,9.114868792,9.085040694,8.878490203,9.007912579,9.107862264,8.732499708,8.704066608,8.639987275,8.494844857,8.344709158,8.521319211,8.397920586,8.314052076,8.267092153,8.380205244,8.252919859,8.265741778,8.161168073,8.155207338,7.781455108,7.707239574,7.565834263,7.615519071,7.484435745,7.478798235,7.422347214,7.610648115,7.387531208,7.344577478,7.69353956,7.575245597,7.603070445,7.583775892,7.33883633,7.166186485,7.2082957,7.28152677,7.269545318,7.144244365,7.037281121,7.034524657,7.038605811,7.000824732,7.061566754,6.963246229,6.916362103,6.833439772,7.000504523,6.936196009,6.809604202,6.838064754,7.091488616,7.124717205,7.095173181,7.101634014,7.088200939,7.238658551,6.977884966,7.107917022,7.162674701,7.344925405,7.555475743,7.567748695,7.72515673,7.58089599,7.708075611,7.74296181,7.685839819,7.616370732,5.693710208,5.645360586,5.793701696,5.810777517,5.939108804,5.591420785,5.579107267,5.05525634,4.832486579,4.900637668,4.558456316,4.80127435,4.621165652,4.612191897,4.963353313,4.71185903,4.598526314,4.497701349,4.4496393,4.408754968,4.16724289,4.284986528,4.251315399,4.337224822,4.375309684,4.329889489,4.202728103,4.370450478,4.243938035,4.205380179,4.147845303,4.332562735,4.285695605,4.16434529,4.094558523
MG,0.905312816,0.91311359,0.918275409,0.921049971,0.923042175,0.921836379,0.922912212,0.926972076,0.9230677,0.932011923,0.93215023,0.932443778,0.937463451,0.937443728,0.936206018,0.981018352,1.32244174,1.844824609,2.500365644,3.106506026,3.604584531,4.176835504,4.860306737,5.747862535,6.831688203,8.166201883,9.134572266,10.5136452,11.25162442,11.6801716,11.53470423,11.63369525,11.50644037,11.26813314,10.84134369,11.27664374,10.7262243,10.62853356,10.41011985,10.6057615,10.20371715,10.24690376,10.02442497,9.719466111,9.482027374,9.636111622,9.549127967,9.471354427,9.286808497,9.263702937,9.224236344,8.995173594,8.955121502,8.836763801,8.731146933,8.644400915,8.609502002,8.456989762,8.401420922,8.329914896,8.295596412,8.185855677,8.184552342,8.153791625,8.114188017,7.902335635,7.780790752,7.776443539,7.734285535,7.593866835,7.582942274,7.512941052,7.559901384,7.527373806,7.507582834,7.681969328,7.632058777,7.587468932,7.580504565,7.420089812,7.273024019,7.323031318,7.34348878,7.338494124,7.225598113,7.17676781,7.147506723,7.179810153,7.152650805,7.184946218,7.078528838,7.105618798,6.783139462,6.850087429,6.892677963,6.548425171,6.431182201,6.76785396,6.718354678,6.717797361,6.720389052,6.667855262,6.730258134,6.500505722,6.593977065,6.56271433,6.843693956,6.181924442,6.106425298,3.536729916,3.305777443,3.300311778,3.286254042,3.183171072,3.296928104,3.516194125,5.255137588,5.770226957,6.340559361,6.701893894,6.225352198,6.487655468,6.13106431,5.929819538,6.257831673,5.984459955,6.396660359,6.175200274,6.000359023,6.404901899,6.243643407,6.221567133,6.188744807,5.995930517,6.062319407,5.942345651,6.137922606,6.130065267,6.269419757,6.262016664,6.106342528,6.059415061,6.355020074,6.210431985,6.016662628,6.032716283,6.368797515,5.859207208,5.742394014,6.381787629
MG,0.896982743,0.905914728,0.91201442,0.924365928,0.932280036,0.933371422,0.916371539,0.915083492,0.905219783,0.909338788,0.907367054,0.918729406,0.916172745,0.936573226,0.935111495,1.011767644,1.451612172,2.134016505,3.114223103,4.110758064,4.949266048,5.898988956,6.779349094,8.006063188,9.751524741,11.47453641,12.85082826,15.14996558,16.23870799,16.87943632,16.81755194,17.07315726,16.6622685,16.34768916,15.6550941,15.55991028,14.72940861,15.00594151,14.71927374,14.6848033,14.21160729,13.99089294,13.49213852,13.12744016,12.69623789,12.68498103,12.28465203,12.08947388,11.80430124,11.83781453,11.70265684,11.59791756,11.40327989,11.18133937,11.01018564,10.92976434,10.82362129,10.59086755,10.56432306,10.49825413,10.35429781,10.20995256,10.19911384,10.07322697,9.868346436,9.703494314,9.60739213,9.64291271,9.548810189,9.088165151,9.113419255,9.088504383,9.140777623,9.171203746,9.200289989,8.893585788,8.670348674,8.523094826,8.317867591,8.280783035,8.163551369,8.105884813,8.343539263,8.245259409,8.016875628,8.218196548,8.111647705,8.021411771,7.92171633,7.923335963,7.730930866,7.630585099,7.402987378,7.843402012,7.976190078,7.966495731,8.037357517,7.884843868,7.903815301,7.661957242,7.829574099,7.465185136,7.564440484,7.226192212,7.301697601,7.068613602,7.827052889,7.788070869,7.678382531,7.389200098,7.179208078,7.222582955,7.141908446,6.900770542,7.369945717,7.143645485,7.398989724,7.542687928,7.66288714,7.690125178,7.681552712,7.640295064,7.204055625,7.195476214,7.027149003,6.979702471,7.031533237,6.936212878,7.024522591,6.951352745,6.950974127,6.983179806,6.934590793,7.211646867,7.089392225,7.271344173,7.311594803,7.384902545,8.134217805,8.127641797,7.965831756,7.666149017,7.998844792,7.684504373,7.69885871,7.379553382,7.08837543,6.676415772,6.659651336,6.207046282
MG,1.440839705,1.449316802,1.445778819,1.443221456,1.444201999,1.439015816,1.442995211,1.444883497,1.443711668,1.447577183,1.445999867,1.451249154,1.447726194,1.447380147,1.450686218,1.518761125,2.037942099,3.197084391,5.536223632,9.044224183,13.65217165,19.3855909,25.20032776,30.3070662,33.60410162,32.82909944,31.28325025,30.70326566,29.57184998,28.70858139,27.70945573,27.25242196,26.43233747,25.72169314,24.9890831,24.77224396,24.02198951,23.57746425,23.11191163,22.79115518,22.33251695,22.09081335,21.6728494,21.00831397,20.65987214,20.45883721,20.25554635,20.00040246,19.69940528,19.56554203,19.39588974,19.07312148,18.89016984,18.73482134,18.575927,18.35072741,18.31401941,18.14337323,18.03802137,17.84462048,17.84930925,17.67778966,17.57173826,17.48625972,17.32819187,17.16587111,17.06757877,16.89811926,16.86842138,16.64594434,16.59784446,16.49937222,16.31771648,16.39987239,16.19635293,16.24903958,16.08925714,16.05918657,16.13536366,15.99085703,15.77049496,15.71902249,15.73479966,15.61476092,15.45150114,15.28189066,15.28439597,15.12231316,15.0541435,14.94679698,14.88647967,14.85589407,14.70730462,14.89054278,14.66137293,14.52800147,14.46999539,14.61924032,14.60527478,14.5819831,14.55446739,14.63633784,14.65569747,14.56833221,14.49862144,14.67022708,14.57006593,14.52662615,14.58851751,14.54821696,14.54647102,14.48665779,14.44954107,14.36459648,14.29382668,14.3444591,14.14612875,14.2396375,14.17652653,14.34142839,14.02108524,13.95882374,14.02338148,13.74846127,13.91759999,13.82592892,13.70249513,13.78160776,13.62922627,13.82346069,13.78444153,13.75953975,13.78923906,13.70396106,13.81554327,13.71887368,13.78534835,13.75623711,14.05835777,14.08297739,14.15834519,14.29272327,14.28434333,14.37427597,14.31150605,14.42136831,14.38190241,14.61494975,14.36518223,14.6163082
MG,0.960466925,0.96462385,0.96410192,0.965965866,0.959497056,0.962850666,0.958560665,0.961249916,0.957274235,0.961740357,0.959243105,0.959012886,0.961556084,0.958296472,0.959423354,0.984618746,1.126521167,1.472267845,2.190705918,3.315813169,4.844900062,6.823201264,9.1138611,11.93386798,15.04551021,17.94888594,19.63640806,21.27478559,20.95972531,20.26213094,19.50877291,19.05675722,18.46484687,17.8479181,17.18492517,16.95375794,16.2714266,15.94005145,15.47546538,15.23364333,14.85344623,14.53918192,14.15558119,13.68006304,13.38900417,13.23352858,12.96344691,12.73275629,12.45786922,12.3548067,12.23378306,12.000838,11.81870901,11.68090567,11.54597242,11.37022604,11.29679988,11.18806941,11.07184896,10.94794288,10.9044016,10.76173164,10.6870308,10.5753102,10.50835428,10.3508957,10.29695273,10.13916949,10.10947162,9.956633115,9.920347285,9.877418654,9.830018184,9.804739339,9.653408677,9.667519321,9.589309903,9.562973322,9.642441699,9.545247274,9.409835775,9.408659724,9.397479667,9.36989976,9.269021917,9.178306346,9.175657318,9.115583094,9.054393676,9.015916344,9.010083635,9.000723255,8.924134055,9.037767974,8.9473521,8.872267269,8.91257082,8.985451907,8.946414641,8.943737386,8.897986324,8.879522005,8.926575282,8.862652744,8.870541615,8.874793513,8.849071121,8.89102525,8.892409094,8.942453707,8.947935547,8.925669111,8.877621227,8.843699996,8.799608689,8.824054426,8.722695731,8.775836413,8.764586202,8.855113224,8.748676399,8.73096521,8.710165834,8.594166557,8.635496279,8.557349523,8.525717507,8.542731117,8.508156946,8.556212154,8.542628094,8.537574885,8.565928454,8.504771545,8.540826217,8.520855238,8.512621302,8.492219647,8.575310688,8.588997209,8.597306435,8.626313749,8.679479629,8.668040622,8.666042099,8.717091111,8.670499425,8.885489994,8.67598494,8.736278546
MG,0.887823063,0.898720396,0.897270743,0.899240685,0.899166409,0.900996721,0.897068083,0.899709475,0.896075934,0.895358637,0.897209925,0.898873563,0.896080123,0.898373193,0.894774421,0.928082708,1.125622605,1.538415133,2.418132528,3.708398985,5.382211853,7.603888598,10.06548784,13.02057105,15.95498576,18.42021191,19.71517977,19.99861783,19.60585862,19.21141965,18.41043927,17.97897602,17.40132746,16.82314901,16.12072955,15.88631725,15.29617977,14.90964845,14.54240049,14.24981321,13.93743078,13.61928108,13.28365985,12.7743533,12.5299312,12.36484613,12.19424788,11.98173756,11.71933645,11.62151052,11.48295002,11.25142813,11.08235442,10.99712116,10.84556161,10.65210216,10.62068162,10.50840723,10.41366728,10.32045347,10.25560574,10.13381868,10.05995391,9.978165524,9.887523985,9.78876682,9.720702316,9.592763316,9.545479084,9.368997915,9.291091014,9.225367053,9.171991299,9.196379816,9.040118867,9.023835576,8.904439094,8.943894431,8.84607483,8.728273151,8.555369286,8.631185191,8.647964195,8.623175096,8.503556009,8.417379199,8.432375953,8.328055714,8.326726147,8.317297973,8.240917505,8.347699821,8.311669297,8.37326382,8.290282354,8.270869398,8.25297085,8.292975899,8.303696612,8.245297268,8.258936829,8.261178015,8.255806207,8.175110292,8.223701844,8.275004414,8.235982778,8.253733487,8.262941349,8.316465765,8.579791152,8.592179354,8.570717351,8.502210312,8.583661261,8.604130727,8.498782001,8.607453939,8.591957234,8.663652091,8.53636475,8.551138698,8.390230013,8.249955101,8.342095437,8.17324858,8.249296204,8.234968691,8.078735825,8.297569272,8.320253064,8.313959607,8.326760909,8.243816675,8.332075131,8.103581025,8.266009111,8.270951702,8.394358728,8.377797739,8.380598224,8.28874353,8.327549143,8.222731185,8.161321069,8.135487636,8.204815358,8.805065457,8.684394575,8.622720317
MG,0.871180951,0.873878861,0.874826469,0.878983781,0.875814287,0.876008726,0.877036932,0.880701148,0.876945369,0.879172627,0.872328321,0.873976922,0.878289401,0.876722847,0.877599177,0.926535266,1.239255143,1.834577844,3.039164435,4.764874883,6.904487282,9.547988168,12.41910795,15.32144525,18.35421133,20.49253202,20.63431666,20.43772434,19.88245114,19.24602644,18.47249285,18.22195096,17.82024612,17.3132316,16.82290885,16.69070261,16.08131331,15.71430196,15.31625514,15.17096665,14.82532401,14.61028768,14.24423451,13.79003594,13.52476221,13.37190705,13.20897403,13.02401137,12.78644191,12.70616512,12.56959892,12.37312002,12.18662863,12.09599619,11.97307466,11.85248163,11.79338149,11.66725754,11.57422082,11.46883486,11.34838681,11.27451803,11.15711508,11.10912947,11.0828169,10.94852082,10.85089482,10.7631832,10.67429289,10.56384682,10.49177064,10.40351922,10.35165648,10.38122526,10.26911681,10.25432076,10.17426397,10.0849687,10.00045554,9.841103915,9.681914901,9.922880617,10.10460752,10.18613555,10.09450424,10.00874611,10.05559701,10.01979035,9.980157534,10.01223075,9.976157318,10.13250148,10.20199474,10.36416671,10.31129943,10.24984121,10.21626509,10.25142453,10.04990645,10.07134295,10.09192803,10.00177731,9.952292845,9.838959338,9.962869687,9.950226447,9.901340839,9.967903963,10.11458047,10.14277745,10.1093625,9.879498265,9.970936049,9.823959175,10.10291859,10.10334453,10.037203,10.203423,10.19643378,10.33979814,10.13782678,10.13685321,9.96771093,9.705722554,9.936989018,9.676361595,9.886928117,9.841456237,9.638169971,10.04614115,9.978672881,9.800373136,9.727681625,9.60053941,9.727885121,9.349857692,9.656356141,9.525125806,9.846767391,9.758026274,9.742553622,9.681748896,9.835984099,9.817918261,9.690649644,9.72584507,9.765582538,11.23506399,10.9278109,11.22001182
ALE5,0.894673908,0.897416327,0.893849015,0.896610183,0.89540892,0.894825248,0.899052638,0.900200819,0.89954001,0.893776102,0.889888273,0.889906531,0.895578589,0.89688546,0.894184007,0.917646849,1.108629977,1.602780666,2.555369764,4.33189203,6.679043779,9.731970945,13.6651777,18.03003716,21.83498365,25.04497473,26.67306386,26.99038257,26.2256655,25.23661489,24.35412964,23.4837847,22.74063722,22.00354386,21.19028303,20.58457914,19.91916013,19.34955598,18.87632111,18.39382002,17.91760389,17.55670862,16.93985507,16.40595873,16.06433587,15.81047461,15.46287505,15.1670122,14.8500321,14.70525155,14.43138257,14.25707898,13.93592118,13.84059767,13.63690971,13.61500712,13.59487301,13.50024338,13.33196232,13.34975947,13.24070256,13.12918611,12.95240261,13.04046784,12.85860785,12.86002681,12.91164459,12.79127195,12.65783945,12.66256985,12.61242473,12.64753448,12.56276419,12.62080059,12.52262191,12.56439176,12.34489204,12.52209334,12.59979089,12.56124316,12.47085312,12.46094561,12.40964917,12.49635052,12.43923073,12.3293479,12.33690828,12.12139789,12.23559491,12.20433461,12.7743611,12.80873241,12.80927475,12.71831103,12.91241097,12.85598753,12.7939473,13.03924714,12.93231251,13.01097648,13.05396328,12.34374326,13.29036709,13.21928989,13.15077478,13.38682639,13.20936975,13.13859863,13.15400826,13.06992877,13.04157595,12.89513479,13.19805027,13.48856387,13.29400053,13.36604187,13.20935046,13.14643189,13.06735776,13.08133632,12.79317357,12.98590442,12.6817904,12.57824533,12.39408892,12.17763915,12.26783489,12.09008032,11.94358713,11.95872484,11.71942156,13.17186813,13.58492547,13.35683714,13.27455729,13.13743237,13.15561507,12.9100627,13.24636653,13.84607793,14.15362563,14.11444618,13.9810459,14.07027188,14.20145773,14.18644162,15.16012989,15.32838855,15.17109572,14.85062531
ALE5,0.898515918,0.8975454,0.892351301,0.896439496,0.894656546,0.89676547,0.897899173,0.897983484,0.896006498,0.893323293,0.896110069,0.890814726,0.895063581,0.896010823,0.89420041,0.911098737,1.074742503,1.496408721,2.281327389,3.8366097,5.905643836,8.7198732,12.06522336,15.90641129,19.69886277,23.06242111,24.77319108,25.39299075,24.84864529,23.88197247,23.02180795,22.1945806,21.62966596,20.84271659,20.10991187,19.71237692,18.90730921,18.43023572,17.92962619,17.47668652,17.06744882,16.66407776,16.04587155,15.67160643,15.42173728,15.08715054,14.87412652,14.63871013,14.34568824,14.14811156,13.85896339,13.58872395,13.40932693,13.25179189,13.06255555,12.96647065,12.92042692,12.75016676,12.62020309,12.5565091,12.48554585,12.33377605,12.22079138,12.36910411,12.16974676,12.38467975,12.28453817,12.23363108,12.08470163,12.10414857,12.14188969,12.08479484,12.10655986,12.00260667,12.03741428,12.07232015,12.00507304,11.98460393,12.19084382,12.17072199,12.26600378,12.27451709,12.32826569,12.29266302,12.30774463,12.28344127,12.20725926,12.15590041,12.20836896,12.36197063,12.40811585,12.36980787,12.40855231,12.27830223,12.23469322,12.16225952,12.22399717,12.24838788,12.17585189,12.11303353,11.86411871,11.29508038,12.1844391,12.11361389,11.80741637,11.63838939,11.15916016,10.77501891,10.43282662,10.52103273,9.824438347,9.144989241,8.576861072,13.63689725,13.50881769,13.37078328,13.16438347,13.26657112,13.32783571,13.43317477,12.9540558,13.5176749,13.84062838,14.06584963,14.1017071,14.0862677,14.31799476,14.29102434,14.93830929,14.89786935,14.83380243,14.87267608,15.10373127,15.15157343,14.9550594,15.26591334,15.31184487,15.14224374,15.16692707,15.22871626,15.12291258,15.30087534,15.33645768,15.33677611,15.45193613,15.25361698,15.34106057,15.333,15.25093933,14.97147092
ALE5,0.912186588,0.918975183,0.918582122,0.917449874,0.92164004,0.920554738,0.920617893,0.925850671,0.926331383,0.927816165,0.927028926,0.925220564,0.925751191,0.926317808,0.925015719,0.963961328,1.176911975,1.702020799,2.678609654,4.319016791,6.552937989,9.360894669,12.62026784,16.33441309,19.97611261,22.8224623,24.58456512,25.46903743,25.1584736,24.30620763,23.46861892,22.84805569,22.10374841,21.33827607,20.59220096,20.09312672,19.36290129,18.68777896,18.21809552,17.71690789,17.2544292,16.87267448,16.23254596,15.69616239,15.36304073,15.11387556,14.78591873,14.47350668,14.14003114,13.98832343,13.76942949,13.51415723,13.14009394,13.02892272,12.84541296,12.61665977,12.47327094,12.32583631,12.15543561,12.11370396,11.9138726,11.88233935,11.72043806,11.79908082,11.73747819,11.92761236,12.13153015,12.0669686,11.98089395,12.16637863,12.14664132,12.17969104,12.13408296,12.19408248,12.10923154,12.21932854,12.18822794,12.26503255,12.33044212,12.22754572,12.13579909,12.35107866,12.39218352,12.5137603,12.27861817,12.1973639,12.15937672,12.08583133,12.0673857,12.20907682,12.13397725,12.14629588,12.0866807,12.16059058,12.2366588,12.1254532,12.05298645,12.02512321,11.90072451,11.76694977,11.47683303,11.01760673,12.86439074,12.77680173,12.57808565,12.80868385,12.80730934,12.80837031,13.01532876,13.08162343,12.97822718,12.97041357,12.80589571,13.29883072,13.05297763,12.94448921,12.78484522,12.8838505,12.92666285,13.08233387,12.84302212,12.7840163,12.57311621,12.30815466,12.32897139,12.22848204,12.42073971,12.39559854,12.46421026,12.4949021,12.09936959,11.74324192,11.70971341,11.46837261,11.57988479,11.53547766,11.45786604,11.2761838,11.68448067,11.53920293,11.47561788,11.47495088,11.30385424,11.461142,11.60315808,11.40117413,12.43126016,13.11849524,13.02920351,12.69099187
ALE5,0.896009721,0.897919891,0.901044857,0.900885841,0.902622217,0.901419281,0.90177171,0.905075038,0.900586232,0.901937992,0.897194223,0.900277707,0.898553698,0.902468549,0.893793536,0.912320294,1.024751546,1.234962447,1.629235386,2.429841562,3.417580883,4.996479579,7.137287139,9.491254253,12.08541272,14.22797866,16.67643802,18.26076609,18.7901824,18.70855983,18.23838634,17.89923141,17.38481257,16.94482455,16.36634608,16.09197444,15.67506908,15.29745255,14.97196959,14.80515813,14.4403548,14.2366812,13.83245612,13.56821663,13.30997297,13.11515538,12.94398281,12.77634777,12.46496475,12.41622886,12.37749486,12.21127716,11.83815376,11.72108619,11.61710746,11.44029076,11.37145308,11.3419078,11.31263353,11.27854528,11.22475719,11.15386699,11.13497059,11.35170978,11.21845127,11.22573425,11.29111859,11.36461407,11.41030908,11.56341408,11.57882634,11.6209767,11.76845355,11.84423303,11.90241194,12.10406254,11.95857185,12.06015671,12.07918595,12.1177095,12.24148071,12.37081242,12.4582879,12.61035882,12.56125201,12.53996938,12.5269966,12.55598384,12.42302454,12.51515009,12.55116319,12.71952585,12.62766264,12.70464935,12.71797286,12.61764295,12.49443369,12.53101232,12.49756851,12.68020699,12.89118115,12.67191575,13.66135484,13.12568227,13.35601732,13.59026423,13.7063697,13.67342412,13.48843962,13.45310021,13.32136846,13.23886941,13.10112532,13.25699455,13.17548176,13.02778717,12.89802013,12.88252378,12.93438664,12.97501371,12.79050991,12.7250008,12.43097764,12.18170781,11.93078481,11.77387304,11.50942271,11.56514317,11.69879555,11.78801725,11.4679321,11.20885302,11.35668672,11.16433711,11.11956066,10.96646348,10.86212428,10.42125048,10.65682492,10.43907631,10.26816655,9.984534919,9.530421991,9.28754817,8.841153258,8.28416353,7.871081842,16.1245817,16.13929273,15.90133341
ALE5,0.860108936,0.867988229,0.863048997,0.866886133,0.862068915,0.864833361,0.866479526,0.867690392,0.871829631,0.864905573,0.870947592,0.862741124,0.869960542,0.871355759,0.860820961,0.898339109,1.176389371,1.726533903,2.823953793,4.714894554,7.411828195,10.81463129,14.81824181,19.21633603,22.26971441,23.42866629,22.42035748,21.55426646,20.75225873,19.91008566,19.12290125,18.52263096,17.82093079,17.2478607,16.74049021,16.36428738,15.86868299,15.48098819,15.18798081,14.89152386,14.61504487,14.3911691,14.07784979,13.72032645,13.58573531,13.43315004,13.28808081,13.13658691,12.92315508,12.87183007,12.76843267,12.69167156,12.50457102,12.49081673,12.39738358,12.30001657,12.22166091,12.16402441,12.10154844,12.02651746,11.93897509,11.8864195,11.85831062,11.8914302,11.76862699,11.71397336,11.70898551,11.65710652,11.58582721,11.59196868,11.47932581,11.45852267,11.41532323,11.3919996,11.32808708,11.37094937,11.26048978,11.20134759,11.202935,11.11554002,11.07505796,11.05480842,11.00808953,10.97408046,10.88666027,10.75732872,10.72950457,10.7007088,10.66672721,10.6301914,10.60764547,10.56691149,10.51179592,10.39037783,10.43634496,10.35330659,10.403144,10.37056554,10.33759031,10.33092884,10.62655297,10.66408721,10.80959122,10.76090567,10.73280759,10.76497086,10.71268584,10.66590607,10.61141214,10.41434484,10.47142284,10.46464251,10.32073823,10.36352393,10.21094953,10.24225809,10.11354635,10.23161028,9.995101577,9.58213917,9.505487898,9.567449246,9.69206334,9.868815545,9.832845083,9.759429986,9.792744699,9.822843507,9.906570826,10.40053442,10.36811013,10.26035707,10.22978718,10.16737929,10.32651888,10.21051978,10.28948947,10.0980578,10.32239526,10.22880316,10.09717383,10.08299722,9.936775905,9.935335931,10.03685513,9.888176068,9.715579533,9.874021984,9.790827467,9.547138989
ALE5,0.872721335,0.874046685,0.869920495,0.875267913,0.872507132,0.876090328,0.875719739,0.878046793,0.872069977,0.871480934,0.874455342,0.866375854,0.872710694,0.87048655,0.867729154,0.914181944,1.160355768,1.703715675,2.580442414,3.991019638,5.776412271,7.978893631,10.48129047,13.65006029,16.20702204,18.2674127,19.9827776,20.073043,19.79598471,18.89295294,18.09952529,17.32874717,16.8789599,16.19655281,15.57550747,15.32878492,14.63722955,14.23316665,13.85868246,13.41944775,13.16109952,12.83577274,12.37015035,12.03387905,11.80823922,11.50945762,11.32394705,11.10664519,10.88925828,10.76100911,10.61870094,10.49135308,10.30216374,10.2014728,10.09165012,9.921985318,9.794668264,9.68638922,9.618268019,9.517441823,9.433919965,9.340848904,9.260463819,9.254019336,9.122783158,9.055756003,9.020199252,8.968841151,8.89754427,8.846187899,8.705088557,8.703551797,8.548420786,8.518241747,8.417837195,8.487182332,8.295297011,8.444826736,8.414710745,8.330405695,8.472110047,8.45705526,8.411839041,8.398949629,8.257709564,8.134331,7.791454863,8.078611304,7.923194855,7.871445884,7.829256994,7.787210804,7.729454408,7.657294424,7.768873281,7.608413958,7.289119544,7.535481075,7.560943359,7.54300049,8.003179827,7.881762379,8.685187595,8.581430008,8.669081149,8.68860464,8.639444255,8.622179667,8.639348609,8.608905056,8.519158321,8.468240957,8.384400682,8.449037994,8.358506767,8.299092203,8.21832707,8.183078293,8.116760608,7.909433805,7.896545591,7.813702438,7.734936855,7.535069743,7.085621773,7.273415533,7.151924472,7.096574965,7.108221868,7.495198903,7.356665794,7.145490289,7.219128857,7.135520859,7.646175481,7.496518532,7.462590224,7.170701599,7.746698294,7.978568038,8.502564457,8.55138157,8.463241544,8.535325214,8.623502233,8.478156592,8.367311474,8.524905062,8.455607414,8.295285714
ALE5,0.969361616,0.962885325,0.970400472,0.96183389,0.970518333,0.967831995,0.972066741,0.966548682,0.962903468,0.968390294,0.962027063,0.970332571,0.961415696,0.959245254,0.97261802,1.023934093,1.274082609,1.815175809,2.725281636,4.131861216,5.944489411,8.352858232,11.06772211,14.3032577,17.45674227,18.69680997,19.80890892,19.42120248,18.85251455,18.09294511,17.13676655,16.84972243,15.82027144,15.44904586,14.7754398,14.36213591,13.97870348,13.31891395,12.96748206,12.87786857,12.39896082,12.26044321,11.82423381,11.50959476,11.23793218,11.23208853,10.86325859,10.7021628,10.43110169,10.39409073,10.32372821,10.15818883,9.841858812,9.805925213,9.687694644,9.541543777,9.470193506,9.470916273,9.285953081,9.191843512,9.132189216,9.140611336,8.856215168,8.904347256,8.688254408,8.457900891,8.50574661,8.251712819,8.101608507,8.067377693,8.101299436,8.320929176,8.195757057,8.055847067,7.898017178,8.021005452,7.785704965,7.763155636,7.639795057,7.526996864,7.439171317,7.298277042,7.335221853,7.449968086,7.149556512,6.974637248,6.982135068,6.795469844,6.829179506,6.647091433,6.659578579,6.431240558,6.241716497,6.105624725,9.401862077,9.073867331,9.363536551,9.454015944,9.49383493,9.42146476,9.77983517,9.882505966,10.02024954,10.09457525,10.06308329,10.16378081,9.912052673,9.846675674,10.14773393,10.06768663,10.06328885,10.04953009,9.725430246,9.848592638,9.709148206,9.744846135,9.420421723,9.393454777,9.344218284,9.278705068,9.111654979,8.965467655,8.990934183,8.747057114,8.728300149,8.609381413,8.519934225,8.449308616,8.348302944,8.723022448,8.277140233,8.104264115,7.982416356,7.855087278,7.943029536,7.698437744,7.459306759,7.071021641,7.564834933,7.68278054,7.670709132,7.565172997,7.386964285,7.658472718,7.61935638,7.515033052,7.219182349,7.495513028,7.242124258,7.064109806
